,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,MeanWorkingTime
1442,3.0,4.0,2.0,52,0,Travel_Rarely,Research & Development,1,2,Medical,Female,4,Manager,Single,83460,7.0,14,0,6.0,5,2,2,2,3,3,25658.016603
1443,3.0,4.0,3.0,42,0,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,2,Sales Executive,Married,34450,1.0,11,2,22.0,2,22,11,15,3,3,16489.881187
1444,2.0,3.0,2.0,59,0,Travel_Rarely,Research & Development,4,4,Technical Degree,Male,1,Healthcare Representative,Married,27600,8.0,11,0,7.0,3,2,2,2,4,3,23161.812914
1445,4.0,4.0,2.0,50,0,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,2,Sales Executive,Divorced,62940,3.0,23,1,32.0,2,7,0,6,4,4,27084.359121
1446,3.0,4.0,1.0,33,1,Travel_Rarely,Sales,11,4,Marketing,Male,1,Research Scientist,Married,71400,5.0,21,0,8.0,2,5,0,4,2,4,33052.420336
1447,4.0,4.0,3.0,43,0,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Married,29320,5.0,24,0,22.0,3,17,1,9,3,4,31492.673392
1448,1.0,1.0,4.0,33,1,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Manager,Married,51470,7.0,11,0,13.0,2,9,1,7,3,3,25655.956814
1449,1.0,3.0,4.0,52,0,Non-Travel,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,45070,1.0,14,0,33.0,3,33,15,12,2,3,31128.25846
1450,3.0,2.0,3.0,32,0,Travel_Rarely,Human Resources,13,4,Life Sciences,Female,3,Manufacturing Director,Married,85640,2.0,16,1,6.0,2,4,1,2,2,3,26991.12893
1451,4.0,3.0,1.0,32,1,Travel_Rarely,Sales,23,1,Life Sciences,Male,3,Healthcare Representative,Single,24680,0.0,11,0,4.0,2,3,1,2,3,3,36213.773388
1452,3.0,3.0,3.0,39,0,Travel_Rarely,Sales,26,4,Life Sciences,Male,2,Research Director,Divorced,81610,7.0,12,1,7.0,2,3,1,2,4,3,18887.480875
1453,3.0,4.0,3.0,32,0,Non-Travel,Sales,2,4,Marketing,Male,4,Research Scientist,Married,21090,0.0,13,1,4.0,3,3,2,2,2,3,21806.65133
1454,3.0,1.0,2.0,41,0,Travel_Rarely,Sales,29,3,Life Sciences,Female,2,Laboratory Technician,Divorced,52940,2.0,15,0,17.0,3,1,0,0,2,3,21216.811566
1455,1.0,4.0,3.0,40,0,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Manufacturing Director,Divorced,27180,1.0,14,1,9.0,4,9,4,7,2,3,25437.076197
1456,3.0,4.0,3.0,45,0,Travel_Rarely,Research & Development,18,1,Life Sciences,Female,2,Sales Representative,Married,58110,0.0,14,0,25.0,4,24,1,7,2,3,23035.22886
1457,2.0,3.0,3.0,31,0,Travel_Frequently,Research & Development,7,4,Medical,Male,1,Research Scientist,Divorced,24370,9.0,14,1,9.0,3,2,2,2,4,3,25346.501625
1458,3.0,4.0,2.0,33,0,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Married,27660,1.0,12,1,2.0,2,2,0,2,3,3,24026.608906
1459,4.0,1.0,3.0,34,0,Travel_Rarely,Research & Development,26,3,Other,Female,1,Sales Executive,Married,190380,6.0,13,0,13.0,3,11,5,9,2,3,10524.887388
1460,3.0,1.0,2.0,37,0,Travel_Rarely,Research & Development,22,5,Medical,Female,2,Manufacturing Director,Married,30550,2.0,14,3,17.0,3,3,0,2,3,3,26502.309957
1461,1.0,3.0,3.0,45,0,Travel_Frequently,Sales,21,1,Marketing,Male,3,Research Scientist,Married,22890,4.0,13,0,9.0,3,3,0,2,2,3,26747.981127
1462,1.0,3.0,3.0,37,1,Travel_Frequently,Sales,2,3,Marketing,Male,1,Laboratory Technician,Divorced,40010,6.0,11,1,17.0,2,1,0,0,3,3,24351.651133
1463,3.0,3.0,3.0,39,0,Travel_Frequently,Research & Development,22,3,Medical,Female,1,Manufacturing Director,Single,129650,0.0,19,1,20.0,2,19,11,8,3,3,25034.156965
1464,3.0,4.0,3.0,29,0,Travel_Rarely,Sales,4,3,Other,Female,2,Human Resources,Single,35390,1.0,18,0,6.0,2,6,1,5,2,3,25567.859521
1465,4.0,1.0,3.0,42,0,Travel_Rarely,Research & Development,5,4,Medical,Female,1,Research Scientist,Single,60290,3.0,17,1,10.0,5,3,0,2,3,3,30249.006971
1466,4.0,4.0,3.0,29,0,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,26790,2.0,15,0,10.0,2,3,0,2,2,3,21130.370005
1467,1.0,3.0,3.0,25,0,Travel_Rarely,Research & Development,25,2,Life Sciences,Male,2,Sales Executive,Married,37020,0.0,20,0,5.0,4,4,1,2,3,4,27286.309007
1469,1.0,3.0,3.0,40,0,Travel_Rarely,Research & Development,28,3,Medical,Male,2,Laboratory Technician,Divorced,54680,0.0,12,0,22.0,6,21,3,9,4,3,24582.828753
1471,3.0,2.0,4.0,31,1,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Research Scientist,Single,41890,0.0,23,1,6.0,3,5,1,4,2,4,20473.254085
1472,2.0,2.0,1.0,32,0,Travel_Frequently,Research & Development,17,4,Other,Male,4,Sales Executive,Married,193280,1.0,15,3,5.0,2,5,0,3,3,3,24370.708437
1473,4.0,4.0,3.0,38,0,Non-Travel,Research & Development,2,5,Life Sciences,Male,3,Human Resources,Married,83210,3.0,11,3,13.0,5,8,7,5,2,3,25193.899273
1474,4.0,1.0,3.0,32,0,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,23420,4.0,12,2,9.0,2,6,0,4,3,3,29020.134381
1475,3.0,2.0,2.0,46,0,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,4,Research Director,Married,40710,3.0,13,0,28.0,5,7,7,7,3,3,13398.774962
1477,1.0,2.0,3.0,29,0,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Sales Executive,Married,31430,2.0,22,3,10.0,2,0,0,0,3,4,17810.877782
1478,2.0,4.0,3.0,31,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Laboratory Technician,Married,20440,0.0,21,0,10.0,2,9,7,8,3,4,24567.65136
1479,2.0,1.0,3.0,25,0,Non-Travel,Research & Development,7,4,Medical,Female,4,Laboratory Technician,Divorced,134640,1.0,13,1,6.0,2,6,1,5,3,3,25273.09383
1480,3.0,4.0,3.0,45,0,Travel_Rarely,Research & Development,17,2,Medical,Male,2,Laboratory Technician,Married,79910,0.0,13,2,21.0,2,20,4,10,2,3,29925.861346
1481,4.0,4.0,3.0,36,0,Travel_Rarely,Research & Development,28,1,Life Sciences,Male,1,Laboratory Technician,Married,33770,0.0,12,2,16.0,2,15,10,11,3,3,24127.946132
1482,4.0,1.0,3.0,55,0,Travel_Rarely,Research & Development,14,4,Life Sciences,Female,1,Sales Executive,Single,55380,0.0,17,0,37.0,2,36,4,13,3,3,21682.043276
1483,1.0,2.0,2.0,47,1,Non-Travel,Research & Development,1,1,Medical,Male,1,Research Scientist,Married,57620,1.0,11,2,10.0,4,10,9,9,2,3,33588.786179
1484,4.0,4.0,2.0,28,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Manufacturing Director,Married,25920,1.0,14,0,5.0,2,5,0,4,3,3,21458.395999
1485,3.0,4.0,4.0,37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Married,53460,4.0,11,0,7.0,2,5,0,1,3,3,23062.370465
1486,4.0,3.0,4.0,21,0,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Laboratory Technician,Single,42130,1.0,12,3,3.0,3,3,1,0,2,3,23221.794749
1487,1.0,4.0,3.0,37,0,Non-Travel,Research & Development,1,3,Medical,Male,2,Sales Executive,Divorced,41270,2.0,13,1,15.0,2,5,0,2,3,3,38508.42561
1488,2.0,2.0,2.0,35,0,Travel_Rarely,Sales,7,4,Life Sciences,Male,1,Sales Representative,Divorced,24380,7.0,16,0,10.0,5,7,6,2,2,3,23318.737417
1489,1.0,1.0,3.0,38,0,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,1,Manager,Divorced,68700,1.0,11,1,8.0,5,8,7,7,3,3,32769.933205
1490,3.0,2.0,1.0,26,0,Travel_Frequently,Research & Development,1,4,Other,Male,2,Laboratory Technician,Divorced,104470,1.0,18,0,6.0,3,6,1,4,3,3,26306.925897
1491,1.0,2.0,2.0,50,0,Travel_Rarely,Sales,8,4,Life Sciences,Male,1,Research Scientist,Divorced,96670,3.0,23,0,28.0,2,10,1,6,2,4,21617.985537
1492,3.0,3.0,2.0,53,0,Travel_Rarely,Research & Development,11,4,Life Sciences,Female,2,Research Scientist,Married,21480,3.0,11,0,21.0,2,5,1,3,3,3,30368.612851
1493,2.0,3.0,3.0,42,0,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Manufacturing Director,Married,89260,1.0,14,0,20.0,4,20,11,6,1,3,22602.40013
1494,2.0,4.0,2.0,29,0,Travel_Frequently,Research & Development,16,4,Medical,Male,1,Laboratory Technician,Single,65130,1.0,11,1,10.0,2,10,0,9,3,3,23990.898826
1495,2.0,4.0,3.0,55,0,Travel_Rarely,Research & Development,1,4,Other,Female,1,Research Scientist,Married,67990,3.0,11,0,12.0,2,10,0,8,3,3,29949.21339
1496,1.0,1.0,3.0,26,0,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,1,Manager,Married,162910,1.0,22,0,5.0,3,5,3,3,3,4,38461.335887
1497,4.0,4.0,3.0,37,0,Travel_Rarely,Sales,5,1,Marketing,Male,1,Research Scientist,Single,27050,1.0,11,0,17.0,2,17,5,7,3,3,27333.592414
1498,4.0,3.0,1.0,44,1,Travel_Frequently,Research & Development,1,2,Medical,Male,2,Research Scientist,Divorced,103330,3.0,14,1,19.0,2,1,0,0,2,3,18216.542092
1499,4.0,4.0,3.0,38,0,Travel_Rarely,Sales,2,3,Marketing,Female,1,Manager,Divorced,44480,9.0,12,0,10.0,3,2,1,2,2,3,23850.852303
1500,1.0,2.0,3.0,26,1,Travel_Rarely,Research & Development,4,3,Medical,Male,3,Research Scientist,Divorced,68540,2.0,11,0,5.0,5,3,0,2,2,3,35269.809796
1501,4.0,4.0,3.0,28,0,Travel_Rarely,Research & Development,7,3,Other,Male,1,Human Resources,Single,96370,1.0,13,0,5.0,6,5,0,2,2,3,23321.458237
1502,3.0,1.0,3.0,49,0,Travel_Frequently,Research & Development,1,1,Medical,Female,2,Research Scientist,Single,35910,9.0,13,0,22.0,2,3,1,2,3,3,35864.720147
1503,3.0,2.0,3.0,36,0,Travel_Rarely,Sales,5,3,Technical Degree,Male,3,Sales Executive,Single,54050,4.0,14,0,10.0,2,8,7,7,3,3,22018.724573
1504,4.0,2.0,2.0,31,0,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Sales Executive,Divorced,46840,1.0,16,1,2.0,4,2,2,2,3,3,23842.53213
1505,4.0,4.0,3.0,26,1,Travel_Rarely,Research & Development,8,3,Medical,Male,2,Manager,Single,157870,1.0,12,2,8.0,5,8,7,4,3,3,34647.580716
1506,2.0,4.0,2.0,37,0,Travel_Frequently,Sales,9,1,Marketing,Male,1,Laboratory Technician,Married,15140,1.0,14,0,4.0,3,4,1,2,3,3,35251.220073
1507,3.0,2.0,4.0,42,0,Travel_Frequently,Sales,2,2,Marketing,Male,3,Research Director,Married,29560,5.0,13,0,23.0,2,20,4,8,3,3,20332.767607
1508,3.0,3.0,3.0,18,1,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Sales Executive,Single,23350,1.0,14,2,0.0,3,0,0,0,2,3,24157.765775
1509,3.0,2.0,2.0,35,0,Travel_Rarely,Sales,20,2,Life Sciences,Male,1,Laboratory Technician,Married,51540,0.0,19,0,12.0,2,11,6,9,2,3,27646.787491
1510,3.0,4.0,3.0,36,0,Travel_Frequently,Research & Development,8,3,Other,Female,3,Sales Executive,Married,69620,4.0,12,2,4.0,2,1,0,0,2,3,24846.32406
1511,4.0,2.0,3.0,51,0,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Divorced,56750,5.0,13,0,13.0,2,4,1,2,2,3,26680.285098
1512,4.0,2.0,3.0,41,0,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,1,Laboratory Technician,Single,23790,1.0,12,0,22.0,6,22,0,4,3,3,22508.509547
1513,4.0,3.0,3.0,18,0,Travel_Rarely,Sales,7,3,Life Sciences,Male,1,Research Scientist,Single,38120,1.0,15,0,0.0,3,0,0,0,3,3,25099.586852
1514,2.0,1.0,3.0,28,0,Travel_Rarely,Research & Development,9,3,Medical,Male,1,Sales Representative,Single,46480,0.0,23,2,9.0,2,8,0,7,2,4,24943.218286
1515,2.0,4.0,2.0,31,0,Travel_Rarely,Research & Development,8,1,Technical Degree,Male,1,Manufacturing Director,Married,29360,4.0,12,1,10.0,2,8,7,7,3,3,24547.628916
1516,3.0,4.0,2.0,39,0,Travel_Rarely,Sales,5,4,Marketing,Female,2,Human Resources,Divorced,21050,0.0,20,0,19.0,3,18,3,7,3,4,25331.218901
1518,4.0,3.0,2.0,32,0,Travel_Rarely,Sales,2,3,Marketing,Male,2,Laboratory Technician,Married,27060,1.0,21,1,13.0,4,13,4,8,3,4,25081.350182
1519,1.0,2.0,3.0,38,0,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Research Scientist,Married,63840,3.0,19,2,19.0,4,10,0,1,2,3,24377.290999
1520,4.0,3.0,3.0,58,0,Non-Travel,Research & Development,2,3,Life Sciences,Male,2,Manufacturing Director,Divorced,39680,2.0,13,2,12.0,3,5,1,2,2,3,30798.539445
1522,1.0,1.0,3.0,31,0,Travel_Rarely,Sales,7,4,Marketing,Male,2,Sales Executive,Married,132250,3.0,21,1,9.0,2,2,1,0,3,4,24460.942703
1523,1.0,1.0,3.0,45,0,Travel_Frequently,Research & Development,3,1,Medical,Female,1,Sales Executive,Divorced,35400,1.0,13,0,24.0,6,24,9,11,3,3,24840.989943
1524,3.0,4.0,1.0,31,0,Travel_Rarely,Sales,16,4,Marketing,Female,2,Research Scientist,Divorced,28040,0.0,19,2,3.0,0,2,2,2,3,3,29692.930333
1525,4.0,2.0,3.0,33,0,Travel_Frequently,Research & Development,9,3,Life Sciences,Male,4,Research Director,Married,193920,6.0,12,1,12.0,3,10,8,8,3,3,23334.999551
1526,3.0,1.0,3.0,39,0,Travel_Rarely,Sales,1,4,Life Sciences,Male,1,Sales Executive,Married,196650,1.0,22,1,21.0,6,21,11,10,3,4,28725.143792
1527,3.0,4.0,3.0,43,0,Travel_Frequently,Research & Development,7,4,Medical,Male,4,Research Scientist,Single,24390,0.0,15,0,9.0,2,8,1,7,3,3,26590.046134
1528,3.0,3.0,3.0,49,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Manufacturing Director,Single,73140,7.0,22,0,25.0,2,7,0,7,3,4,34319.303035
1529,3.0,2.0,2.0,52,1,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,2,Research Scientist,Married,47740,2.0,18,1,11.0,2,8,7,7,3,3,27886.063395
1530,3.0,2.0,2.0,27,0,Travel_Rarely,Research & Development,15,4,Medical,Male,3,Research Scientist,Single,39020,1.0,22,0,4.0,2,4,1,2,3,4,36439.016409
1531,3.0,2.0,3.0,32,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Research Scientist,Married,26620,1.0,11,1,13.0,6,13,11,9,4,3,37171.04148
1532,4.0,3.0,3.0,27,0,Travel_Rarely,Research & Development,13,2,Medical,Female,4,Research Director,Single,28560,1.0,12,2,5.0,5,5,0,4,4,3,35998.193397
1534,1.0,4.0,2.0,32,0,Travel_Rarely,Research & Development,7,3,Technical Degree,Male,2,Healthcare Representative,Single,24720,7.0,13,0,10.0,2,7,0,7,3,3,25578.236353
1535,1.0,4.0,2.0,28,1,Travel_Rarely,Research & Development,9,4,Medical,Male,1,Sales Executive,Married,56730,5.0,14,1,5.0,4,3,2,2,2,3,37352.25363
1536,4.0,4.0,3.0,30,0,Travel_Rarely,Research & Development,13,3,Life Sciences,Female,4,Research Director,Married,41970,1.0,13,0,11.0,3,10,1,9,3,3,20703.451173
1537,3.0,3.0,3.0,31,0,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,1,Manager,Married,97130,1.0,17,0,10.0,5,10,8,9,2,3,22795.534867
1538,3.0,4.0,3.0,39,0,Travel_Frequently,Research & Development,19,4,Medical,Female,1,Research Scientist,Married,20620,1.0,13,0,21.0,4,21,13,3,3,3,15129.001332
1539,4.0,3.0,2.0,39,1,Travel_Rarely,Research & Development,1,1,Medical,Female,1,Laboratory Technician,Married,42840,4.0,17,1,12.0,0,1,0,0,3,3,35284.521705
1540,2.0,4.0,2.0,33,0,Travel_Frequently,Sales,4,2,Life Sciences,Male,4,Research Scientist,Single,47880,3.0,11,1,9.0,0,7,0,1,3,3,26086.86571
1541,4.0,3.0,3.0,47,0,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,2,Healthcare Representative,Married,59060,4.0,23,0,21.0,4,3,1,1,4,4,22920.046
1542,3.0,3.0,4.0,43,0,Travel_Frequently,Research & Development,14,3,Medical,Female,5,Research Director,Divorced,38860,1.0,17,2,9.0,2,9,0,0,3,3,21858.993934
1543,3.0,2.0,3.0,27,0,Non-Travel,Research & Development,2,3,Life Sciences,Male,1,Research Director,Married,168230,0.0,17,0,6.0,3,5,1,4,3,3,33470.197659
1544,4.0,3.0,2.0,54,0,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,2,Research Scientist,Single,29330,3.0,12,2,20.0,2,4,0,3,3,3,20759.321297
1545,3.0,1.0,2.0,43,0,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,2,Manager,Married,65000,8.0,23,0,10.0,3,1,0,0,3,4,17849.524101
1546,4.0,4.0,3.0,45,0,Travel_Rarely,Sales,3,1,Marketing,Female,1,Sales Executive,Married,171740,9.0,14,1,12.0,6,10,9,8,3,3,24212.724666
1547,2.0,4.0,2.0,40,0,Travel_Rarely,Research & Development,2,4,Other,Male,4,Research Scientist,Married,50330,2.0,14,2,6.0,6,4,0,2,3,3,34541.396114
1548,2.0,1.0,2.0,29,1,Travel_Rarely,Research & Development,29,3,Medical,Female,1,Research Scientist,Married,23070,1.0,13,1,7.0,0,7,0,7,3,3,36844.616145
1549,2.0,4.0,3.0,29,0,Travel_Rarely,Human Resources,8,3,Medical,Male,3,Sales Representative,Single,25870,0.0,22,2,4.0,3,3,2,2,3,4,23663.771319
1550,4.0,3.0,3.0,30,0,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,2,Research Scientist,Divorced,55070,1.0,12,2,10.0,2,10,1,2,2,3,24869.908847
1551,2.0,2.0,3.0,27,0,Travel_Rarely,Research & Development,11,2,Medical,Male,1,Manager,Married,43930,1.0,18,1,8.0,2,8,0,7,2,3,19516.688082
1552,4.0,4.0,2.0,37,0,Travel_Rarely,Sales,1,4,Life Sciences,Male,2,Healthcare Representative,Divorced,133480,7.0,14,0,8.0,4,6,0,4,3,3,20662.547423
1553,3.0,4.0,3.0,38,0,Travel_Rarely,Research & Development,28,4,Medical,Male,1,Laboratory Technician,Divorced,65830,0.0,12,0,12.0,1,11,2,9,3,3,31203.245698
1554,3.0,4.0,2.0,31,0,Travel_Rarely,Research & Development,6,3,Medical,Female,3,Manager,Single,81030,1.0,15,1,11.0,5,11,4,10,3,3,36211.760678
1555,4.0,2.0,3.0,29,0,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,3,Sales Executive,Divorced,39780,1.0,11,0,7.0,0,7,1,7,3,3,24774.202994
1556,3.0,2.0,3.0,35,0,Travel_Rarely,Sales,16,2,Technical Degree,Male,3,Manager,Single,25440,0.0,13,1,17.0,3,16,0,13,4,3,26991.564938
1557,3.0,4.0,2.0,23,0,Travel_Rarely,Research & Development,20,4,Life Sciences,Male,1,Manufacturing Director,Divorced,53990,1.0,23,0,4.0,2,4,0,2,2,4,24431.879968
1558,4.0,2.0,3.0,41,0,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,1,Laboratory Technician,Single,54870,6.0,19,2,8.0,0,5,1,2,3,3,32666.237615
1559,2.0,3.0,3.0,47,0,Travel_Frequently,Sales,1,3,Medical,Female,2,Laboratory Technician,Single,68340,3.0,16,1,5.0,2,0,0,0,4,3,26804.336731
1560,1.0,4.0,3.0,42,0,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,1,Manager,Single,10910,2.0,22,0,16.0,0,1,0,0,1,4,22872.210434
1561,4.0,3.0,2.0,29,0,Non-Travel,Sales,22,4,Marketing,Male,2,Human Resources,Married,57360,1.0,22,0,4.0,1,4,0,2,2,4,20972.015631
1562,3.0,3.0,3.0,42,0,Travel_Rarely,Sales,7,4,Medical,Male,3,Research Scientist,Divorced,22260,0.0,12,1,4.0,3,3,1,0,2,3,15167.633002
1563,3.0,2.0,3.0,32,0,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,57470,1.0,13,0,8.0,0,8,0,7,3,3,27347.490817
1564,1.0,3.0,1.0,48,0,Travel_Rarely,Sales,13,4,Medical,Male,4,Sales Executive,Married,98540,3.0,16,1,15.0,2,0,0,0,2,3,12435.37011
1565,3.0,1.0,3.0,37,0,Travel_Rarely,Research & Development,8,5,Technical Degree,Male,2,Manufacturing Director,Divorced,54670,4.0,12,0,13.0,2,7,6,7,3,3,37775.790612
1566,4.0,3.0,4.0,30,0,Non-Travel,Sales,25,4,Other,Male,1,Healthcare Representative,Married,53800,7.0,21,1,4.0,0,2,2,2,3,4,37010.39503
1567,3.0,3.0,3.0,26,0,Travel_Rarely,Sales,28,3,Medical,Female,5,Laboratory Technician,Married,51510,1.0,15,3,8.0,3,8,7,7,3,3,21215.639351
1568,1.0,4.0,3.0,42,0,Travel_Rarely,Sales,2,2,Medical,Female,1,Laboratory Technician,Single,21330,3.0,13,2,14.0,2,1,0,0,3,3,21632.110448
1569,1.0,2.0,3.0,21,1,Travel_Frequently,Research & Development,9,3,Medical,Female,4,Manufacturing Director,Single,178750,1.0,12,0,3.0,5,3,1,2,2,3,28731.212143
1570,4.0,4.0,3.0,36,0,Non-Travel,Human Resources,28,3,Human Resources,Male,2,Laboratory Technician,Single,24320,4.0,22,0,7.0,4,1,0,0,1,4,25130.564573
1571,1.0,4.0,3.0,36,0,Travel_Frequently,Research & Development,6,3,Life Sciences,Female,2,Research Scientist,Married,47710,4.0,13,1,16.0,2,13,1,12,3,3,25126.730094
1572,4.0,3.0,3.0,57,0,Travel_Rarely,Research & Development,21,4,Life Sciences,Male,5,Research Scientist,Married,191610,2.0,18,0,15.0,2,3,1,2,1,3,21732.287262
1573,4.0,3.0,3.0,40,0,Travel_Rarely,Research & Development,8,3,Other,Male,2,Sales Executive,Married,50870,3.0,14,1,10.0,3,7,1,7,3,3,28203.245156
1574,1.0,4.0,2.0,21,0,Non-Travel,Research & Development,1,5,Life Sciences,Female,2,Manager,Single,28630,1.0,14,0,3.0,2,3,2,2,1,3,23695.851364
1575,4.0,3.0,3.0,33,1,Travel_Rarely,Human Resources,28,2,Human Resources,Female,5,Manager,Single,55610,1.0,21,1,1.0,3,1,0,0,1,4,37591.849065
1576,3.0,1.0,3.0,37,0,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,4,Research Scientist,Married,21440,6.0,19,0,17.0,3,5,0,3,4,3,28376.679666
1577,3.0,3.0,4.0,46,0,Non-Travel,Sales,2,4,Marketing,Female,2,Laboratory Technician,Married,30650,2.0,11,0,7.0,3,1,0,0,3,3,22547.929508
1578,1.0,2.0,3.0,41,1,Travel_Frequently,Research & Development,16,1,Medical,Female,1,Research Scientist,Single,28100,1.0,11,0,8.0,3,8,7,7,4,3,27075.344877
1579,4.0,4.0,3.0,50,0,Travel_Rarely,Research & Development,9,3,Medical,Female,3,Laboratory Technician,Single,98880,6.0,15,0,20.0,2,4,1,3,3,3,24265.242327
1580,3.0,3.0,3.0,40,1,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Healthcare Representative,Married,86280,2.0,20,0,8.0,2,6,1,0,2,4,32133.871065
1581,3.0,2.0,3.0,31,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,4,Human Resources,Single,28670,0.0,24,0,3.0,5,2,2,2,3,4,37375.72306
1582,3.0,2.0,3.0,21,1,Travel_Rarely,Human Resources,10,2,Human Resources,Male,1,Laboratory Technician,Single,53730,1.0,12,1,1.0,2,1,0,0,3,3,20119.420632
1583,4.0,4.0,3.0,29,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,Research Director,Single,66670,9.0,12,1,6.0,6,3,1,2,4,3,27299.790985
1584,3.0,2.0,3.0,35,0,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,3,Sales Executive,Single,50030,9.0,15,0,10.0,2,1,0,0,3,3,27364.733745
1585,4.0,2.0,3.0,27,0,Travel_Rarely,Sales,2,3,Life Sciences,Male,1,Sales Executive,Divorced,23670,1.0,12,1,5.0,2,5,0,4,3,3,20829.086334
1586,2.0,4.0,3.0,28,0,Travel_Rarely,Research & Development,2,2,Medical,Male,3,Manager,Single,28580,1.0,12,0,7.0,2,7,0,7,2,3,23909.331288
1587,2.0,3.0,3.0,49,0,Travel_Rarely,Sales,2,3,Technical Degree,Male,2,Manufacturing Director,Single,52040,8.0,14,1,26.0,3,5,0,0,3,3,27741.341649
1588,3.0,4.0,2.0,51,0,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Sales Executive,Married,41050,4.0,22,1,18.0,2,7,0,7,3,4,26692.869279
1589,4.0,3.0,3.0,36,0,Travel_Rarely,Sales,15,2,Life Sciences,Male,1,Sales Executive,Married,96790,4.0,12,0,6.0,1,2,2,2,3,3,10058.360338
1590,1.0,4.0,2.0,34,1,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Representative,Single,56170,8.0,25,1,9.0,3,5,0,4,3,4,32148.290969
1591,3.0,4.0,3.0,55,0,Travel_Rarely,Sales,26,3,Marketing,Male,1,Laboratory Technician,Single,104480,2.0,13,0,30.0,3,5,1,2,3,3,30731.056952
1592,4.0,3.0,4.0,24,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,5,Manager,Divorced,28970,1.0,18,3,5.0,4,5,0,3,3,3,35214.585645
1593,3.0,2.0,3.0,30,0,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,2,Manager,Married,59680,1.0,13,0,1.0,3,1,0,0,3,3,24279.714744
1594,3.0,1.0,3.0,26,1,Travel_Frequently,Sales,14,3,Life Sciences,Male,2,Manager,Single,75100,0.0,18,3,7.0,3,6,0,4,3,3,23685.23893
1595,1.0,2.0,3.0,22,0,Travel_Rarely,Research & Development,16,5,Other,Male,1,Research Scientist,Married,29910,1.0,19,2,2.0,3,2,1,2,2,3,21774.215354
1597,3.0,4.0,3.0,30,1,Travel_Frequently,Sales,3,2,Marketing,Male,3,Research Scientist,Single,11290,9.0,19,0,3.0,2,1,0,0,2,3,21330.203869
1598,4.0,1.0,2.0,37,0,Travel_Rarely,Research & Development,10,1,Technical Degree,Male,1,Sales Executive,Divorced,133410,1.0,14,1,18.0,3,18,12,17,3,3,23371.738094
